robot_id,item_id,item_created_at,item_accepted_at,time_to_get_accepted_in_seconds
robot_1d,7GF3KG2,1716215121,1716215121,0
robot_1a,GALZMK0,1716215121,1716215121,0
robot_1b,8KAYF3Y,1716215121,1716215121,0
robot_1c,PSECTT9,1716215121,1716215121,0
robot_1b,YLO6U9A,1716215122,1716215122,0
robot_1c,TXQP0FX,1716215122,1716215122,0
robot_1d,6LQFV3B,1716215122,1716215122,0
robot_1a,SS2YO0D,1716215122,1716215122,0
robot_2b,JCI9W8A,1716215123,1716215123,0
robot_2d,L85SKAT,1716215123,1716215123,0
robot_2c,5RYI5S7,1716215123,1716215123,0
robot_1a,NZ83QXS,1716215123,1716215123,0
robot_2b,A21UEVC,1716215124,1716215124,0
robot_1a,FQUL8DI,1716215124,1716215124,0
robot_2c,WQF7S9V,1716215124,1716215124,0
robot_3d,RPBJ72K,1716215124,1716215124,0
robot_3b,2QSHNNF,1716215125,1716215125,0
robot_4d,94E0E3M,1716215125,1716215125,0
robot_1a,6XKZP57,1716215125,1716215125,0
robot_3c,DDQGW5M,1716215125,1716215125,0
robot_5d,PV7S28J,1716215126,1716215126,0
robot_3b,3ITZPRB,1716215126,1716215126,0
robot_1a,0NU8ZI5,1716215126,1716215126,0
robot_3c,N4FSR69,1716215126,1716215126,0
robot_5d,D41T5B2,1716215127,1716215127,0
robot_3b,591IT5U,1716215127,1716215127,0
robot_4c,E7DAL45,1716215127,1716215127,0
robot_2a,ACP5SCY,1716215127,1716215127,0
robot_4c,NHHBB78,1716215128,1716215128,0
robot_6d,3EFWMXP,1716215128,1716215128,0
robot_2a,ECX9KUV,1716215128,1716215128,0
robot_4b,79KBFX4,1716215128,1716215128,0
robot_4b,963PF3Q,1716215129,1716215129,0
robot_7d,YYZVEPH,1716215129,1716215129,0
robot_2a,WLB3QEU,1716215129,1716215129,0
robot_5c,MRZBZPX,1716215129,1716215129,0
robot_2a,ZL3GYUY,1716215130,1716215130,0
robot_5c,M0MJX8T,1716215130,1716215130,0
robot_6d,I4QZJIP,1716215130,1716215130,0
robot_5b,DV8DRFY,1716215130,1716215130,0
robot_2a,WIL7ZLV,1716215131,1716215131,0
robot_5b,BTP2UUD,1716215131,1716215131,0
robot_6c,XEET6HP,1716215131,1716215131,0
robot_8d,0SHWRLM,1716215131,1716215131,0
robot_6c,2EYAZNR,1716215132,1716215132,0
robot_8d,8B8MDIO,1716215132,1716215132,0
robot_3a,JHCVQ97,1716215132,1716215132,0
robot_6b,6XOKKOT,1716215132,1716215132,0
robot_9d,AHVCQ9P,1716215133,1716215133,0
robot_3a,U3RVD9A,1716215133,1716215133,0
robot_6b,4RABYQM,1716215133,1716215133,0
robot_7c,EW7DK3S,1716215133,1716215133,0
robot_3a,X024ZT5,1716215134,1716215134,0
robot_7c,R2B6QK7,1716215134,1716215134,0
robot_7b,4VP8WNI,1716215134,1716215134,0
robot_10d,M3GOMBU,1716215134,1716215134,0
robot_3a,MMF5DME,1716215135,1716215135,0
robot_7b,Z000151,1716215135,1716215135,0
robot_10d,I7JRGCM,1716215135,1716215135,0
robot_8c,YJQP4SS,1716215135,1716215135,0
robot_8c,W0VMY6A,1716215136,1716215136,0
robot_4a,BBR3WDY,1716215136,1716215136,0
robot_7b,PUDETEG,1716215136,1716215136,0
robot_11d,ZF04364,1716215136,1716215136,0
robot_4a,6S5DW9U,1716215137,1716215137,0
robot_9c,U24FN7T,1716215137,1716215137,0
robot_8b,CQG9IO7,1716215137,1716215137,0
robot_12d,OHU40RL,1716215137,1716215137,0
robot_9c,IOHT6RC,1716215138,1716215138,0
robot_4a,QXP84RH,1716215138,1716215138,0
robot_8b,FLNNTGN,1716215138,1716215138,0
robot_13d,7HQR98S,1716215138,1716215138,0
robot_4a,2MWRV9H,1716215139,1716215139,0
robot_10c,XM16AIG,1716215139,1716215139,0
robot_9b,3PPFXEW,1716215139,1716215139,0
robot_14d,P2C080G,1716215139,1716215140,1
robot_4a,ZTQEXL8,1716215140,1716215140,0
robot_10c,7INPFZK,1716215140,1716215140,0
robot_9b,VVLJOPE,1716215140,1716215140,0
robot_11c,ZE3CS8B,1716215141,1716215141,0
robot_9b,680VGEF,1716215141,1716215141,0
robot_2d,F6E98N5,1716215140,1716215141,1
robot_5a,27A0AO1,1716215141,1716215141,0
robot_2d,9YOEP20,1716215141,1716215142,1
robot_11c,1YLHTRF,1716215142,1716215142,0
robot_4a,RYEZVCN,1716215142,1716215142,0
robot_10b,HE29Y0X,1716215142,1716215142,0
robot_4a,9D2R2K2,1716215143,1716215143,0
robot_10b,MAU93LW,1716215143,1716215143,0
robot_15d,SQZOA1O,1716215142,1716215143,1
robot_12c,ER19K0T,1716215143,1716215143,0
robot_12c,40VZ2UK,1716215144,1716215144,0
robot_10b,9GUAXHE,1716215144,1716215144,0
robot_5a,15TV61W,1716215144,1716215144,0
robot_5a,6S2ZUZ9,1716215145,1716215145,0
robot_11b,S1E63T1,1716215145,1716215145,0
robot_13c,TJUJ0MS,1716215145,1716215145,0
robot_5a,FOG8TI7,1716215146,1716215146,0
robot_13c,MW5O49J,1716215146,1716215146,0
robot_10b,TV7AMIR,1716215146,1716215146,0
robot_5a,Y218QLU,1716215147,1716215147,0
robot_11b,Y15E3D5,1716215147,1716215147,0
robot_14c,8S2WUMQ,1716215147,1716215147,0
robot_11b,DG957PG,1716215148,1716215148,0
robot_14c,WR9JCC2,1716215148,1716215148,0
robot_4d,GXP3MLG,1716215143,1716215148,5
robot_6a,IRFNKX7,1716215148,1716215148,0
robot_12b,QVWIBWK,1716215149,1716215149,0
robot_6a,JGRQ7KC,1716215149,1716215149,0
robot_3d,6B0TO3A,1716215144,1716215150,6
robot_1c,VUFVBHX,1716215149,1716215150,1
robot_6a,DI4SUWM,1716215150,1716215150,0
robot_12b,FIQAK7L,1716215150,1716215150,0
robot_3d,HL7FEL3,1716215145,1716215151,6
robot_1c,BFYFR82,1716215150,1716215151,1
robot_7a,NHZ93I0,1716215151,1716215151,0
robot_1b,TVGE8VU,1716215151,1716215151,0
robot_7d,UXLBBOC,1716215146,1716215151,5
robot_1c,IC74TQB,1716215151,1716215151,0
robot_7a,V0HUTVK,1716215152,1716215152,0
robot_1b,NG0GN5P,1716215152,1716215152,0
robot_7d,FUXGEVX,1716215147,1716215152,5
robot_15c,2BL3H21,1716215152,1716215153,1
robot_1b,QHG42UL,1716215153,1716215153,0
robot_15c,AQ17O5K,1716215153,1716215153,0
robot_5a,T0SUBU9,1716215153,1716215153,0
robot_1d,0PE620M,1716215148,1716215154,6
robot_7a,BO2A6IU,1716215154,1716215154,0
robot_12b,CILI344,1716215154,1716215154,0
robot_7c,VHDGVS9,1716215154,1716215154,0
robot_7a,36ZP17A,1716215155,1716215155,0
robot_13d,VRBXIAI,1716215149,1716215155,6
robot_9c,26SJD3Y,1716215155,1716215156,1
robot_13b,8FJF3M6,1716215155,1716215156,1
robot_7a,HIZ3WM7,1716215156,1716215156,0
robot_1d,46P5DPO,1716215150,1716215156,6
robot_6b,2YL1IRT,1716215156,1716215157,1
robot_7a,5AI9O89,1716215157,1716215157,0
robot_5d,4EBJ81N,1716215151,1716215157,6
robot_6b,EQVCZH6,1716215157,1716215158,1
robot_8c,R0XE86X,1716215156,1716215158,2
robot_5d,V2DG4D3,1716215152,1716215158,6
robot_8a,9N8RB6N,1716215158,1716215158,0
robot_6b,WWYQ8ZU,1716215158,1716215158,0
robot_8d,8V8O8OU,1716215153,1716215159,6
robot_2c,DRLBGSE,1716215157,1716215159,2
robot_6b,6GC13W7,1716215159,1716215159,0
robot_8a,5XDFZDG,1716215159,1716215159,0
robot_2c,NWVKW16,1716215158,1716215160,2
robot_14d,EQOZC5D,1716215154,1716215160,6
robot_4b,O0QPVJ3,1716215160,1716215160,0
robot_4a,4YRYS60,1716215160,1716215160,0
robot_8c,OD6VFF2,1716215159,1716215161,2
robot_4b,0EWWS1S,1716215161,1716215161,0
robot_8a,N2092WR,1716215161,1716215161,0
robot_2c,5H573BC,1716215160,1716215162,2
robot_4b,7XQ92DF,1716215162,1716215162,0
robot_8a,LES1NI8,1716215162,1716215162,0
robot_8c,AQ8KGFV,1716215161,1716215163,2
robot_6d,E8B2V30,1716215155,1716215163,8
robot_1b,EBSLXJI,1716215163,1716215163,0
robot_9a,SCUYCPM,1716215163,1716215163,0
robot_3c,7NYK2NB,1716215162,1716215164,2
robot_7b,TZGDFGB,1716215164,1716215164,0
robot_8a,WUT02WV,1716215164,1716215164,0
robot_8d,75HM17C,1716215156,1716215164,8
robot_3c,5VW04GN,1716215163,1716215165,2
robot_7b,KIBLN6Z,1716215165,1716215165,0
robot_9d,CMHPGCR,1716215157,1716215165,8
robot_9a,HU84L6S,1716215165,1716215165,0
robot_12c,JCG60W5,1716215164,1716215166,2
robot_9d,NA71BPP,1716215158,1716215166,8
robot_8b,Z42S173,1716215166,1716215166,0
robot_9a,NWGWUWK,1716215166,1716215166,0
robot_6c,VARW2EY,1716215165,1716215167,2
robot_8b,3LL93AJ,1716215167,1716215167,0
robot_9a,TLP6QUF,1716215167,1716215167,0
robot_5c,VRPRJ45,1716215166,1716215168,2
robot_10d,BNFD3IY,1716215159,1716215168,9
robot_9a,XUDID8E,1716215168,1716215168,0
robot_7b,HIQRJPV,1716215168,1716215168,0
robot_5c,7IWJ72I,1716215167,1716215169,2
robot_6d,4IB5DA6,1716215160,1716215169,9
robot_8b,P4ETZIC,1716215169,1716215169,0
robot_5c,H3I1MCN,1716215168,1716215169,1
robot_1a,U2S2UYC,1716215169,1716215169,0
robot_12d,LEXEX9T,1716215161,1716215170,9
robot_10a,FUDOWZ6,1716215170,1716215170,0
robot_3b,5NOI57T,1716215170,1716215170,0
robot_14d,E50CFFV,1716215162,1716215171,9
robot_4c,6UC375E,1716215169,1716215171,2
robot_10d,IOR4GKB,1716215163,1716215171,8
robot_1a,4ZAXVW0,1716215171,1716215172,1
robot_2b,BVYCNX5,1716215171,1716215172,1
robot_10a,X51KTJT,1716215172,1716215172,0
robot_4b,TUBMLQG,1716215172,1716215173,1
robot_4d,WXPW40E,1716215164,1716215173,9
robot_6c,XHDUGBM,1716215170,1716215173,3
robot_10a,4P8G7MQ,1716215173,1716215173,0
robot_6c,0P0E9RY,1716215171,1716215173,2
robot_8b,1L6XTU8,1716215173,1716215173,0
robot_11d,PXZT1Z9,1716215165,1716215174,9
robot_10a,40HA82T,1716215174,1716215174,0
robot_4c,VORGAVH,1716215172,1716215174,2
robot_5b,WX00SF2,1716215174,1716215174,0
robot_10a,HLPYO3O,1716215175,1716215175,0
robot_5b,5GR5Y4E,1716215175,1716215175,0
robot_9c,Z2GHVKV,1716215173,1716215175,2
robot_13d,ZBML1HJ,1716215166,1716215176,10
robot_9c,8ZRH4VD,1716215174,1716215176,2
robot_10a,T4SW6GA,1716215176,1716215176,0
robot_14b,XC2R2WH,1716215176,1716215176,0
robot_2d,QR7108M,1716215167,1716215177,10
robot_10c,748UKGJ,1716215175,1716215177,2
