robot_id,started_to_process_item_at,finished_processing_item_at,sector,robot_started_from,delivery_station,total_distance,processing_lasted_in_seconds,battery_used_for_task,battery_after_processing_items,amount_of_items_processed
robot_2d,1716195638,1716195654,3,"{'x': 32, 'y': 48}","{'x': 49, 'y': 63}",26.687137940129332,16,15.558336286013812,84.44166371398619,1
robot_4d,1716195641,1716195662,3,"{'x': 32, 'y': 50}","{'x': 49, 'y': 63}",37.337718932193525,21,20.98705751763071,79.01294248236928,1
robot_7d,1716195644,1716195663,3,"{'x': 49, 'y': 32}","{'x': 49, 'y': 63}",31.270498235139236,19,17.92182371518776,82.07817628481224,1
robot_3d,1716195640,1716195663,3,"{'x': 32, 'y': 49}","{'x': 49, 'y': 63}",41.379288617128495,23,23.034970241560888,76.96502975843912,1
robot_1c,1716195636,1716195663,2,"{'x': 32, 'y': 14}","{'x': 49, 'y': 0}",42.02082429892863,27,24.265412149464314,75.73458785053569,2
robot_1b,1716195636,1716195665,1,"{'x': 0, 'y': 46}","{'x': 17, 'y': 63}",47.03136121919768,29,27.675132796789857,72.32486720321015,2
robot_1d,1716195636,1716195667,3,"{'x': 32, 'y': 47}","{'x': 49, 'y': 63}",53.05879965760963,31,29.936892160021003,70.06310783997901,2
robot_13d,1716195654,1716195669,3,"{'x': 63, 'y': 48}","{'x': 49, 'y': 63}",23.971306350296537,15,14.253981332448243,85.74601866755175,1
robot_6b,1716195647,1716195669,1,"{'x': 0, 'y': 51}","{'x': 17, 'y': 63}",35.28245473015089,22,21.978310440889107,78.0216895591109,2
robot_14d,1716195655,1716195671,3,"{'x': 63, 'y': 49}","{'x': 49, 'y': 63}",25.317821063276355,16,14.823910531638177,85.17608946836182,1
robot_6c,1716195646,1716195671,2,"{'x': 32, 'y': 19}","{'x': 49, 'y': 0}",38.34730710448744,25,22.447377866107143,77.55262213389287,2
robot_5d,1716195642,1716195672,3,"{'x': 47, 'y': 32}","{'x': 49, 'y': 63}",50.61619908369136,30,28.54527036635831,71.4547296336417,2
robot_2c,1716195638,1716195673,2,"{'x': 32, 'y': 15}","{'x': 49, 'y': 0}",55.228511332845386,35,31.070462856195064,68.92953714380494,2
robot_4b,1716195643,1716195673,1,"{'x': 0, 'y': 49}","{'x': 17, 'y': 63}",50.29486965696279,30,29.37590802165731,70.62409197834269,2
robot_8c,1716195650,1716195673,2,"{'x': 46, 'y': 0}","{'x': 49, 'y': 0}",34.71921608474101,23,20.519060229561525,79.48093977043847,2
robot_8d,1716195648,1716195674,3,"{'x': 50, 'y': 32}","{'x': 49, 'y': 63}",43.940775706254435,26,25.46179439040855,74.53820560959144,2
robot_3c,1716195640,1716195675,2,"{'x': 32, 'y': 16}","{'x': 49, 'y': 0}",57.19005687404774,35,31.991039800497195,68.00896019950281,2
robot_8b,1716195652,1716195676,1,"{'x': 14, 'y': 32}","{'x': 17, 'y': 63}",36.79276508177118,24,22.53868503559317,77.46131496440684,2
robot_7b,1716195650,1716195676,1,"{'x': 0, 'y': 52}","{'x': 17, 'y': 63}",38.677378323058726,26,25.609530355750977,74.39046964424902,3
robot_6d,1716195644,1716195678,3,"{'x': 48, 'y': 32}","{'x': 49, 'y': 63}",60.036054955940514,34,33.63641865892843,66.36358134107158,2
robot_9d,1716195649,1716195678,3,"{'x': 47, 'y': 63}","{'x': 49, 'y': 63}",53.1746335324859,29,28.98104890869515,71.01895109130484,1
