robot_id,item_id,item_created_at,item_accepted_at,time_to_get_accepted_in_seconds
robot_1b,8KAYF3Y,1716195635,1716195635,0
robot_1a,GALZMK0,1716195635,1716195635,0
robot_1c,PSECTT9,1716195635,1716195635,0
robot_1d,7GF3KG2,1716195635,1716195635,0
robot_1a,SS2YO0D,1716195636,1716195636,0
robot_1d,6LQFV3B,1716195636,1716195636,0
robot_1c,TXQP0FX,1716195636,1716195636,0
robot_1b,YLO6U9A,1716195636,1716195636,0
robot_2d,L85SKAT,1716195637,1716195637,0
robot_1a,NZ83QXS,1716195637,1716195637,0
robot_2c,5RYI5S7,1716195637,1716195638,1
robot_2b,JCI9W8A,1716195637,1716195638,1
robot_2b,A21UEVC,1716195638,1716195638,0
robot_1a,FQUL8DI,1716195638,1716195638,0
robot_2c,WQF7S9V,1716195638,1716195638,0
robot_3d,RPBJ72K,1716195638,1716195639,1
robot_1a,6XKZP57,1716195639,1716195639,0
robot_3c,DDQGW5M,1716195639,1716195639,0
robot_3b,2QSHNNF,1716195639,1716195640,1
robot_4d,94E0E3M,1716195639,1716195640,1
robot_1a,0NU8ZI5,1716195640,1716195640,0
robot_3b,3ITZPRB,1716195640,1716195640,0
robot_3c,N4FSR69,1716195640,1716195640,0
robot_3b,591IT5U,1716195641,1716195641,0
robot_4c,E7DAL45,1716195641,1716195641,0
robot_2a,ACP5SCY,1716195641,1716195641,0
robot_5d,PV7S28J,1716195640,1716195642,2
robot_5d,D41T5B2,1716195641,1716195642,1
robot_2a,ECX9KUV,1716195642,1716195642,0
robot_4b,79KBFX4,1716195642,1716195642,0
robot_4c,NHHBB78,1716195642,1716195642,0
robot_6d,3EFWMXP,1716195642,1716195643,1
robot_4b,963PF3Q,1716195643,1716195643,0
robot_2a,WLB3QEU,1716195643,1716195643,0
robot_5c,MRZBZPX,1716195643,1716195643,0
robot_7d,YYZVEPH,1716195643,1716195644,1
robot_2a,ZL3GYUY,1716195644,1716195644,0
robot_5c,M0MJX8T,1716195644,1716195644,0
robot_5b,DV8DRFY,1716195644,1716195644,0
robot_6d,I4QZJIP,1716195644,1716195645,1
robot_2a,WIL7ZLV,1716195645,1716195645,0
robot_5b,BTP2UUD,1716195645,1716195645,0
robot_6c,XEET6HP,1716195645,1716195645,0
robot_6c,2EYAZNR,1716195646,1716195646,0
robot_3a,JHCVQ97,1716195646,1716195646,0
robot_8d,0SHWRLM,1716195645,1716195647,2
robot_6b,6XOKKOT,1716195646,1716195647,1
robot_8d,8B8MDIO,1716195646,1716195647,1
robot_3a,U3RVD9A,1716195647,1716195647,0
robot_6b,4RABYQM,1716195647,1716195647,0
robot_7c,EW7DK3S,1716195647,1716195647,0
robot_9d,AHVCQ9P,1716195647,1716195648,1
robot_3a,X024ZT5,1716195648,1716195648,0
robot_7c,R2B6QK7,1716195648,1716195648,0
robot_7b,4VP8WNI,1716195648,1716195649,1
robot_10d,M3GOMBU,1716195648,1716195649,1
robot_3a,MMF5DME,1716195649,1716195649,0
robot_7b,Z000151,1716195649,1716195650,1
robot_10d,I7JRGCM,1716195649,1716195650,1
robot_8c,YJQP4SS,1716195649,1716195650,1
