robot_id,item_id,item_created_at,item_accepted_at,time_to_get_accepted_in_seconds
robot_1c,PSECTT9,1716224827,1716224827,0
robot_1a,GALZMK0,1716224827,1716224827,0
robot_1d,7GF3KG2,1716224827,1716224827,0
robot_1b,8KAYF3Y,1716224827,1716224827,0
robot_1c,TXQP0FX,1716224828,1716224828,0
robot_1b,YLO6U9A,1716224828,1716224828,0
robot_1d,6LQFV3B,1716224828,1716224828,0
robot_1a,SS2YO0D,1716224828,1716224828,0
robot_1a,NZ83QXS,1716224829,1716224829,0
robot_2b,JCI9W8A,1716224829,1716224829,0
robot_2c,5RYI5S7,1716224829,1716224829,0
robot_2d,L85SKAT,1716224829,1716224829,0
robot_2b,A21UEVC,1716224830,1716224830,0
robot_2c,WQF7S9V,1716224830,1716224830,0
robot_1a,FQUL8DI,1716224830,1716224830,0
robot_3d,RPBJ72K,1716224830,1716224831,1
robot_1a,6XKZP57,1716224831,1716224831,0
robot_3b,2QSHNNF,1716224831,1716224831,0
robot_3c,DDQGW5M,1716224831,1716224831,0
robot_4d,94E0E3M,1716224831,1716224832,1
robot_1a,0NU8ZI5,1716224832,1716224832,0
robot_3b,3ITZPRB,1716224832,1716224832,0
robot_3c,N4FSR69,1716224832,1716224832,0
robot_5d,PV7S28J,1716224832,1716224833,1
robot_3b,591IT5U,1716224833,1716224833,0
robot_2a,ACP5SCY,1716224833,1716224833,0
robot_4c,E7DAL45,1716224833,1716224833,0
robot_5d,D41T5B2,1716224833,1716224834,1
robot_2a,ECX9KUV,1716224834,1716224834,0
robot_4c,NHHBB78,1716224834,1716224834,0
robot_4b,79KBFX4,1716224834,1716224834,0
robot_6d,3EFWMXP,1716224834,1716224835,1
robot_4b,963PF3Q,1716224835,1716224835,0
robot_2a,WLB3QEU,1716224835,1716224835,0
robot_5c,MRZBZPX,1716224835,1716224835,0
robot_7d,YYZVEPH,1716224835,1716224836,1
robot_2a,ZL3GYUY,1716224836,1716224836,0
robot_5b,DV8DRFY,1716224836,1716224836,0
robot_5c,M0MJX8T,1716224836,1716224836,0
robot_6d,I4QZJIP,1716224836,1716224837,1
robot_6c,XEET6HP,1716224837,1716224837,0
robot_5b,BTP2UUD,1716224837,1716224837,0
robot_2a,WIL7ZLV,1716224837,1716224837,0
robot_8d,0SHWRLM,1716224837,1716224838,1
robot_3a,JHCVQ97,1716224838,1716224838,0
robot_6b,6XOKKOT,1716224838,1716224838,0
robot_6c,2EYAZNR,1716224838,1716224838,0
robot_8d,8B8MDIO,1716224838,1716224839,1
robot_6b,4RABYQM,1716224839,1716224839,0
robot_3a,U3RVD9A,1716224839,1716224839,0
robot_7c,EW7DK3S,1716224839,1716224839,0
robot_9d,AHVCQ9P,1716224839,1716224840,1
robot_7c,R2B6QK7,1716224840,1716224840,0
robot_3a,X024ZT5,1716224840,1716224840,0
robot_7b,4VP8WNI,1716224840,1716224840,0
robot_10d,M3GOMBU,1716224840,1716224840,0
robot_7b,Z000151,1716224841,1716224841,0
robot_8c,YJQP4SS,1716224841,1716224841,0
robot_3a,MMF5DME,1716224841,1716224841,0
robot_10d,I7JRGCM,1716224841,1716224841,0
robot_7b,PUDETEG,1716224842,1716224842,0
robot_8c,W0VMY6A,1716224842,1716224842,0
robot_4a,BBR3WDY,1716224842,1716224842,0
robot_11d,ZF04364,1716224842,1716224843,1
robot_8b,CQG9IO7,1716224843,1716224843,0
robot_9c,U24FN7T,1716224843,1716224843,0
robot_4a,6S5DW9U,1716224843,1716224843,0
robot_12d,OHU40RL,1716224843,1716224843,0
robot_8b,FLNNTGN,1716224844,1716224844,0
robot_4a,QXP84RH,1716224844,1716224844,0
robot_9c,IOHT6RC,1716224844,1716224844,0
robot_13d,7HQR98S,1716224844,1716224844,0
robot_4a,2MWRV9H,1716224845,1716224845,0
robot_10c,XM16AIG,1716224845,1716224845,0
robot_9b,3PPFXEW,1716224845,1716224845,0
robot_14d,P2C080G,1716224845,1716224846,1
robot_4a,ZTQEXL8,1716224846,1716224846,0
robot_9b,VVLJOPE,1716224846,1716224846,0
robot_10c,7INPFZK,1716224846,1716224846,0
robot_2d,F6E98N5,1716224846,1716224847,1
robot_5a,27A0AO1,1716224847,1716224847,0
robot_9b,680VGEF,1716224847,1716224847,0
robot_11c,ZE3CS8B,1716224847,1716224847,0
robot_2d,9YOEP20,1716224847,1716224848,1
robot_10b,HE29Y0X,1716224848,1716224848,0
robot_11c,1YLHTRF,1716224848,1716224848,0
robot_4a,RYEZVCN,1716224848,1716224848,0
robot_15d,SQZOA1O,1716224848,1716224848,0
robot_16d,GXP3MLG,1716224849,1716224849,0
robot_10b,MAU93LW,1716224849,1716224849,0
robot_4a,9D2R2K2,1716224849,1716224849,0
robot_12c,ER19K0T,1716224849,1716224849,0
robot_10b,9GUAXHE,1716224850,1716224850,0
robot_12c,40VZ2UK,1716224850,1716224850,0
robot_5a,15TV61W,1716224850,1716224850,0
robot_12d,6B0TO3A,1716224850,1716224850,0
robot_5a,6S2ZUZ9,1716224851,1716224851,0
robot_13c,TJUJ0MS,1716224851,1716224851,0
robot_11b,S1E63T1,1716224851,1716224851,0
robot_17d,HL7FEL3,1716224851,1716224852,1
robot_5a,FOG8TI7,1716224852,1716224852,0
robot_13c,MW5O49J,1716224852,1716224852,0
robot_10b,TV7AMIR,1716224852,1716224852,0
robot_17d,UXLBBOC,1716224852,1716224852,0
robot_5a,Y218QLU,1716224853,1716224853,0
robot_14c,8S2WUMQ,1716224853,1716224853,0
robot_11b,Y15E3D5,1716224853,1716224853,0
robot_18d,FUXGEVX,1716224853,1716224853,0
robot_14c,WR9JCC2,1716224854,1716224854,0
robot_4a,IRFNKX7,1716224854,1716224854,0
robot_11b,DG957PG,1716224854,1716224854,0
robot_19d,0PE620M,1716224854,1716224854,0
robot_12b,QVWIBWK,1716224855,1716224855,0
robot_6a,JGRQ7KC,1716224855,1716224855,0
robot_3d,VRBXIAI,1716224855,1716224856,1
robot_1c,VUFVBHX,1716224855,1716224856,1
robot_6a,DI4SUWM,1716224856,1716224856,0
robot_1b,FIQAK7L,1716224856,1716224857,1
robot_1c,BFYFR82,1716224856,1716224857,1
robot_6a,NHZ93I0,1716224857,1716224857,0
robot_4d,46P5DPO,1716224856,1716224857,1
robot_1b,TVGE8VU,1716224857,1716224857,0
robot_1c,IC74TQB,1716224857,1716224857,0
robot_4d,4EBJ81N,1716224857,1716224858,1
robot_6a,V0HUTVK,1716224858,1716224858,0
robot_1b,NG0GN5P,1716224858,1716224858,0
